Pos,ID,Name,BV,SV,Team,1_xMins,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts
M,416,Bernardo,6.5,6.5,Man City,65.25,65.25,65.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,3.08,3.23,2.79,2.46,1.84,2.84,2.38,2.42,2.17,2.48,2.12,2.10
M,417,Cherki,6.5,6.5,Man City,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,40.95,2.49,2.61,2.27,2.51,1.88,2.96,2.48,2.49,2.29,2.64,2.20,2.17
M,418,Doku,6.5,6.5,Man City,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,43.80,2.52,2.65,2.33,2.56,1.93,3.00,2.56,2.53,2.30,2.63,2.24,2.21
M,419,Grealish,6.5,6.5,Everton,39.90,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,66.15,1.99,3.25,3.13,3.23,2.65,3.52,3.32,2.66,3.43,3.55,3.30,2.96
M,420,Gündoğan,6.5,6.5,Man City,43.65,43.65,43.65,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,2.39,2.53,2.14,1.57,1.20,1.78,1.55,1.54,1.43,1.62,1.41,1.39
M,421,Rodrigo,6.5,6.5,Man City,32.40,32.40,32.40,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,1.54,1.63,1.45,3.70,2.93,4.03,3.65,3.65,3.34,3.81,3.41,3.35
M,422,Kovačić,6.0,6.0,Man City,20.55,20.55,20.55,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,0.84,0.88,0.80,1.13,0.90,1.23,1.09,1.10,1.04,1.14,1.01,1.03
M,423,N.Gonzalez,6.0,6.0,Man City,37.80,37.80,37.80,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,1.54,1.61,1.43,0.74,0.60,0.81,0.72,0.73,0.68,0.76,0.68,0.68
M,424,Bobb,5.5,5.5,Man City,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.52,0.55,0.48,0.54,0.42,0.62,0.52,0.52,0.48,0.54,0.47,0.46
M,425,Echeverri,5.5,5.5,Man City,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,0.25,0.26,0.23,0.25,0.19,0.30,0.25,0.25,0.23,0.26,0.22,0.22
M,426,McAtee,5.5,5.5,Man City,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,0.37,0.39,0.34,0.37,0.29,0.43,0.37,0.37,0.34,0.39,0.33,0.33
M,427,Reijnders,5.5,5.5,Man City,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,3.72,4.00,3.44,3.85,2.92,4.48,3.78,3.76,3.44,3.93,3.41,3.33
M,428,Nypan,5.0,5.0,Man City,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,0.29,0.31,0.27,0.29,0.23,0.33,0.29,0.29,0.27,0.30,0.26,0.26
M,429,Phillips,5.0,5.0,Man City,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,430,Haaland,14.0,14.0,Man City,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,6.58,7.09,6.05,6.83,4.75,8.26,6.84,6.53,5.96,7.23,5.84,5.61
G,431,Bayindir,5.0,5.0,Man Utd,72.00,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,2.22,0.03,0.04,0.02,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.04
G,432,Onana,5.0,5.0,Man Utd,18.00,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.55,3.32,4.04,2.13,3.03,3.17,3.91,2.18,3.30,3.23,2.82,3.64
G,433,Harrison,4.0,4.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,434,Heaton,4.0,4.0,Man Utd,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,435,Mee,4.0,4.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,436,De Ligt,5.0,5.0,Man Utd,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,57.15,2.21,2.38,3.17,1.62,2.13,2.32,3.17,1.72,2.52,2.30,2.21,2.74
D,437,Martinez,5.0,5.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,438,Mazraoui,5.0,5.0,Man Utd,51.60,51.60,51.60,51.60,51.60,51.60,51.60,51.60,51.60,51.60,51.60,51.60,1.93,2.07,2.74,1.43,1.91,2.04,2.73,1.49,2.18,2.02,1.97,2.39
D,439,D.Leon,4.5,4.5,Man Utd,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,19.50,0.77,0.80,0.96,0.67,0.79,0.82,0.99,0.66,0.85,0.80,0.79,0.87
D,440,Dalot,4.5,4.5,Man Utd,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,1.92,2.09,2.96,1.45,1.99,2.08,3.01,1.44,2.32,2.08,2.02,2.53
D,441,Dorgu,4.5,4.5,Man Utd,77.40,77.40,77.40,77.40,77.40,77.40,77.40,77.40,77.40,77.40,77.40,77.40,2.68,2.98,4.44,1.82,2.80,2.97,4.50,1.83,3.29,2.95,2.78,3.65
D,442,Maguire,4.5,4.5,Man Utd,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,2.50,2.63,3.61,1.83,2.41,2.65,3.56,1.94,2.88,2.54,2.48,3.08
D,443,Shaw,4.5,4.5,Man Utd,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,0.79,0.84,1.01,0.65,0.79,0.82,1.01,0.66,0.89,0.82,0.79,0.92
D,444,Yoro,4.5,4.5,Man Utd,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,2.05,2.21,3.02,1.46,2.02,2.16,2.95,1.52,2.35,2.17,2.03,2.63
D,445,Amass,4.0,4.0,Man Utd,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.15,0.16,0.18,0.14,0.15,0.16,0.18,0.14,0.16,0.16,0.15,0.17
D,446,Fredricson,4.0,4.0,Man Utd,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,0.22,0.23,0.28,0.18,0.21,0.23,0.28,0.19,0.24,0.22,0.22,0.25
D,447,Heaven,4.0,4.0,Man Utd,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,0.54,0.55,0.69,0.42,0.51,0.54,0.69,0.45,0.58,0.54,0.52,0.62
D,448,Malacia,4.0,4.0,Man Utd,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,449,B.Fernandes,9.0,9.0,Man Utd,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,5.05,5.45,7.11,4.61,5.42,5.98,7.49,4.78,6.13,5.29,5.85,6.00
M,450,Cunha,8.0,8.0,Man Utd,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,3.87,4.22,5.70,3.62,4.29,4.55,5.82,3.59,4.73,4.12,4.30,4.66
M,451,Rashford,7.0,7.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,452,Amad,6.5,6.5,Man Utd,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,2.87,3.05,4.01,2.64,3.10,3.31,4.06,2.74,3.30,2.99,3.18,3.30
M,453,Garnacho,6.5,6.5,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,454,Antony,6.0,6.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,455,Mount,6.0,6.0,Man Utd,45.00,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,1.86,1.49,1.89,1.31,1.50,1.58,1.96,1.31,1.60,1.49,1.50,1.59
M,456,Sancho,6.0,6.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,457,Casemiro,5.5,5.5,Man Utd,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,36.90,1.50,1.61,1.87,1.41,1.54,1.69,1.90,1.50,1.71,1.55,1.75,1.68
M,458,Mainoo,5.0,5.0,Man Utd,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,1.12,1.18,1.33,1.10,1.17,1.24,1.38,1.12,1.24,1.14,1.25,1.25
M,459,Ugarte,5.0,5.0,Man Utd,34.65,34.65,34.65,34.65,34.65,34.65,34.65,34.65,34.65,34.65,34.65,34.65,1.20,1.23,1.40,1.13,1.21,1.29,1.43,1.19,1.31,1.21,1.38,1.30
M,460,Collyer,4.5,4.5,Man Utd,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.06,0.06,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.07,0.06
M,461,Fitzgerald,4.5,4.5,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
M,462,J.Fletcher,4.5,4.5,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
M,463,Kone,4.5,4.5,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
M,464,Moorhouse,4.5,4.5,Man Utd,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
F,465,Højlund,6.5,6.5,Man Utd,33.15,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,1.54,1.39,1.73,1.24,1.40,1.47,1.76,1.26,1.51,1.35,1.41,1.47
F,466,Zirkzee,6.0,6.0,Man Utd,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,0.66,0.68,0.85,0.63,0.71,0.74,0.88,0.62,0.74,0.68,0.69,0.74
F,467,Obi,4.5,4.5,Man Utd,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,0.56,0.59,0.75,0.54,0.61,0.63,0.77,0.53,0.66,0.59,0.61,0.64
F,468,Wheatley,4.5,4.5,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,469,Pope,5.0,5.0,Newcastle,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.83,2.93,3.73,4.04,3.46,3.10,3.95,3.31,3.98,3.43,3.55,2.91
G,470,Dúbravka,4.0,4.0,Burnley,58.50,76.50,86.40,86.40,86.40,86.40,86.40,86.40,86.40,86.40,86.40,86.40,1.84,3.80,2.89,2.43,3.90,2.05,2.70,4.06,3.59,2.66,3.37,3.03
G,471,Gillespie,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,472,Odysseas,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.5,5.5,Newcastle,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,2.64,2.62,3.43,3.83,2.94,2.80,3.64,2.90,3.71,3.34,3.10,2.64
D,474,Schär,5.5,5.5,Newcastle,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,2.95,3.17,3.92,4.23,3.49,3.38,4.07,3.34,4.24,3.72,3.60,2.97
D,475,Botman,5.0,5.0,Newcastle,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,1.36,1.43,1.68,1.81,1.54,1.52,1.74,1.49,1.81,1.63,1.57,1.36
D,476,Burn,5.0,5.0,Newcastle,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,2.82,3.09,3.64,3.99,3.36,3.26,3.80,3.21,3.96,3.53,3.44,2.87
D,477,Livramento,5.0,5.0,Newcastle,77.25,77.25,77.25,77.25,77.25,77.25,77.25,77.25,77.25,77.25,77.25,77.25,2.44,2.45,3.22,3.60,2.83,2.73,3.42,2.74,3.48,3.17,2.99,2.42
D,478,Trippier,5.0,5.0,Newcastle,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,1.28,1.26,1.52,1.68,1.39,1.31,1.61,1.35,1.62,1.51,1.46,1.25
D,479,Krafth,4.5,4.5,Newcastle,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,0.77,0.80,0.89,0.96,0.84,0.83,0.93,0.82,0.96,0.89,0.86,0.77
D,480,Lascelles,4.5,4.5,Newcastle,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.33,0.33,0.36,0.38,0.35,0.35,0.38,0.34,0.38,0.36,0.35,0.32
D,481,A.Murphy,4.0,4.0,Newcastle,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.06
D,482,Ashby,4.0,4.0,Newcastle,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.04
D,483,Pivas,4.0,4.0,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,484,Targett,4.0,4.0,Newcastle,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.14,0.13,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.13
M,485,Gordon,7.5,7.5,Newcastle,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,63.15,3.77,3.60,3.60,3.87,3.38,3.00,3.72,3.29,3.70,3.56,3.63,3.25
M,486,Elanga,7.0,7.0,Newcastle,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,3.44,3.41,3.83,4.11,3.60,3.23,3.93,3.50,3.93,3.77,3.80,3.40
M,487,Barnes,6.5,6.5,Newcastle,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,3.73,3.67,4.11,4.38,3.85,3.43,4.23,3.70,4.18,4.05,4.05,3.65
M,488,Bruno G.,6.5,6.5,Newcastle,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,3.47,3.46,3.65,3.95,3.58,3.24,3.68,3.49,3.85,3.75,3.74,3.33
M,489,J.Murphy,6.5,6.5,Newcastle,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,1.53,1.49,1.62,1.72,1.58,1.42,1.67,1.51,1.68,1.62,1.63,1.50
M,490,Joelinton,6.0,6.0,Newcastle,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,3.36,3.39,3.61,3.92,3.59,3.08,3.67,3.40,3.74,3.69,3.66,3.22
M,491,Tonali,5.5,5.5,Newcastle,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,83.85,3.28,3.31,3.45,3.73,3.52,3.00,3.46,3.33,3.57,3.54,3.59,3.10
M,492,Antoñito C.,5.0,5.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,493,Longstaff,5.0,5.0,Leeds United,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,34.05,1.42,1.15,1.36,1.30,1.35,1.44,1.46,1.43,1.46,1.31,1.28,1.40
M,494,Willock,5.0,5.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,495,Hayden,4.5,4.5,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,496,Kuol,4.5,4.5,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,497,L.Miley,4.5,4.5,Newcastle,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,0.87,0.87,0.91,0.95,0.90,0.83,0.91,0.87,0.92,0.90,0.92,0.85
M,498,White,4.5,4.5,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,499,Isak,10.5,10.5,Newcastle,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,0.92,0.88,0.99,1.05,0.94,0.82,1.01,0.91,1.01,0.96,0.99,0.90
F,500,Osula,5.5,5.5,Newcastle,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,1.03,1.02,1.10,1.17,1.07,0.95,1.12,1.02,1.13,1.09,1.11,1.02
F,501,Neave,4.5,4.5,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,502,Sels,5.0,5.0,Nott'm Forest,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.80,3.64,3.91,2.65,4.04,4.35,2.95,3.43,3.56,3.63,4.20,2.57
G,503,C.Miguel,4.0,4.0,Nott'm Forest,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.02
G,504,Turner,4.0,4.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,505,Milenković,5.5,5.5,Nott'm Forest,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,4.16,3.54,4.21,2.97,4.41,4.71,3.10,3.34,3.58,3.88,4.40,2.82
D,506,Murillo,5.5,5.5,Nott'm Forest,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,4.37,3.77,4.38,3.21,4.59,4.89,3.25,3.49,3.73,4.06,4.53,2.96
D,507,Aina,5.0,5.0,Nott'm Forest,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,3.70,3.17,3.88,2.40,4.03,4.46,2.71,2.89,2.98,3.48,3.96,2.15
D,508,N.Williams,5.0,5.0,Nott'm Forest,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,3.59,3.06,3.82,2.34,3.90,4.44,2.66,2.86,2.97,3.42,3.85,2.16
D,509,David Carmo,4.5,4.5,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,510,Jair Cunha,4.5,4.5,Nott'm Forest,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,0.68,0.62,0.69,0.57,0.69,0.72,0.59,0.61,0.63,0.65,0.70,0.56
D,511,Morato,4.5,4.5,Nott'm Forest,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,0.77,0.70,0.76,0.65,0.76,0.79,0.66,0.68,0.70,0.73,0.78,0.63
D,512,O.Richards,4.5,4.5,Nott'm Forest,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,0.34,0.31,0.35,0.27,0.35,0.37,0.29,0.30,0.31,0.32,0.35,0.26
D,513,Abbott,4.0,4.0,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,514,Boly,4.0,4.0,Nott'm Forest,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,0.54,0.49,0.54,0.46,0.54,0.56,0.46,0.48,0.50,0.51,0.54,0.45
M,515,Gibbs-White,7.5,7.5,Nott'm Forest,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,70.35,4.18,3.39,4.12,2.82,3.95,4.69,3.20,3.43,3.48,3.81,4.13,2.91
M,516,Hudson-Odoi,6.0,6.0,Nott'm Forest,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,3.73,3.18,3.75,2.66,3.65,4.19,2.97,3.19,3.24,3.49,3.75,2.78
M,517,Anderson,5.5,5.5,Nott'm Forest,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,81.60,4.22,3.79,4.28,3.20,4.08,4.61,3.63,3.70,3.86,4.09,4.19,3.46
M,518,Jota,5.5,5.5,Nott'm Forest,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,1.44,1.24,1.44,1.07,1.38,1.59,1.19,1.26,1.26,1.34,1.42,1.11
M,519,Dominguez,5.0,5.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,520,O'Brien,5.0,5.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,521,Sangaré,5.0,5.0,Nott'm Forest,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,1.35,1.26,1.34,1.13,1.31,1.42,1.23,1.22,1.28,1.32,1.33,1.21
M,522,Yates,5.0,5.0,Nott'm Forest,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,2.60,2.34,2.59,2.02,2.50,2.77,2.30,2.29,2.39,2.56,2.55,2.20
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.54,0.49,0.53,0.43,0.52,0.57,0.47,0.48,0.50,0.51,0.54,0.45
M,524,Stamenic,4.5,4.5,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,525,Wood,7.5,7.5,Nott'm Forest,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,74.10,4.72,3.87,4.59,3.20,4.47,5.26,3.63,3.89,4.02,4.32,4.66,3.43
F,526,Igor Jesus,6.0,6.0,Nott'm Forest,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,51.45,2.85,2.39,2.80,2.01,2.70,3.05,2.31,2.41,2.46,2.64,2.84,2.15
F,527,Awoniyi,5.5,5.5,Nott'm Forest,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,21.90,1.32,1.11,1.29,0.96,1.25,1.43,1.06,1.14,1.14,1.18,1.28,1.01
G,528,Patterson,4.5,4.5,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03
G,529,Moore,4.0,4.0,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03
G,530,Nna Noukeu,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
