Pos,ID,Name,BV,SV,Team,21_xMins,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,30_xMins,21_Pts,22_Pts,23_Pts,24_Pts,25_Pts,26_Pts,27_Pts,28_Pts,29_Pts,30_Pts
G,182,Trafford,4.5,4.5,Man City,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04
G,183,Weiss,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,2.35,1.69,2.61,2.64,2.95,2.51,1.58,2.86,2.71,2.54
D,188,Delcroix,3.8,3.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,3.9,3.9,Burnley,85.80,85.80,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,3.15,2.52,0.39,0.40,0.41,0.40,0.33,0.41,0.41,0.40
D,191,Estève,3.9,3.9,Burnley,67.50,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,2.49,2.53,3.29,3.42,3.60,3.37,2.29,3.71,3.56,3.37
D,192,Hartman,4.0,4.0,Burnley,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.43,0.38,0.45,0.44,0.49,0.44,0.37,0.48,0.45,0.46
D,193,Humphreys,3.9,3.9,Burnley,45.60,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,1.65,0.21,0.23,0.24,0.24,0.24,0.19,0.25,0.25,0.24
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,2.26,1.51,2.57,2.58,2.97,2.38,1.46,2.78,2.56,2.46
D,197,Sonne,3.8,3.8,Burnley,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,0.35,0.31,0.36,0.36,0.38,0.35,0.31,0.37,0.35,0.36
D,198,Tuanzebe,3.9,3.9,Burnley,0.00,0.00,84.45,84.45,84.45,84.45,84.45,84.45,84.45,84.45,0.00,0.00,2.77,2.88,3.08,2.86,1.88,3.16,3.04,2.84
D,199,Worrall,3.8,3.8,Burnley,0.00,9.45,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,0.00,0.33,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15
M,200,Anthony,5.1,5.1,Burnley,68.10,52.35,52.35,52.35,52.35,52.35,52.35,52.35,52.35,52.35,3.26,2.13,2.63,2.42,2.86,2.40,2.24,2.62,2.42,2.71
M,202,Bruun Larsen,5.3,5.3,Burnley,63.90,51.30,51.30,51.30,51.30,51.30,51.30,51.30,51.30,51.30,2.81,1.89,2.25,2.15,2.46,2.08,1.92,2.28,2.10,2.30
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,5.0,5.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,46.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,2.16,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.08
M,207,Hannibal,4.7,4.7,Burnley,0.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.00,0.61,0.68,0.65,0.71,0.64,0.61,0.68,0.63,0.68
M,209,Laurent,4.8,4.8,Burnley,81.90,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,78.60,2.77,2.42,2.79,2.59,2.70,2.59,2.58,2.73,2.75,2.75
M,210,Tchaouna,4.9,4.9,Burnley,64.20,41.10,41.10,41.10,41.10,41.10,41.10,41.10,41.10,41.10,2.68,1.48,1.73,1.63,1.87,1.60,1.50,1.75,1.63,1.78
M,213,Banel,4.5,4.5,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05
M,214,Trésor,4.4,4.4,Burnley,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,0.22,0.21,0.22,0.22,0.24,0.21,0.21,0.23,0.21,0.23
F,215,Flemming,5.3,5.3,Burnley,0.00,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,53.10,0.00,2.07,2.45,2.28,2.70,2.18,2.15,2.44,2.24,2.54
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,4.9,4.9,Burnley,0.00,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,0.00,2.33,2.73,2.60,2.96,2.49,2.36,2.77,2.48,2.93
F,218,Barnes,4.2,4.2,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05
G,220,Sánchez,4.9,4.9,Chelsea,76.50,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.75,3.36,3.36,3.57,3.47,3.51,3.86,2.17,2.79,3.06
G,221,Jörgensen,4.3,4.3,Chelsea,13.50,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.46,0.03,0.03,0.04,0.03,0.04,0.04,0.02,0.03,0.03
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.1,6.1,Chelsea,63.00,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,2.75,4.22,3.81,4.40,4.21,4.35,4.93,2.28,3.19,3.66
D,225,James,5.7,5.7,Chelsea,67.65,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,3.01,2.91,2.60,3.08,2.90,2.99,3.41,1.61,2.22,2.54
D,226,Chalobah,5.5,5.5,Chelsea,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,4.04,4.66,4.34,4.64,4.56,4.75,5.38,2.88,3.68,4.07
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,5.0,5.0,Chelsea,63.90,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95,2.74,2.46,2.19,2.60,2.45,2.51,2.87,1.39,1.90,2.15
D,229,B.Badiashile,4.4,4.4,Chelsea,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.30,0.32,0.31,0.33,0.32,0.33,0.35,0.26,0.28,0.30
D,230,Fofana,4.4,4.4,Chelsea,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,3.07,3.52,3.29,3.38,3.40,3.51,3.85,2.26,2.78,3.08
D,232,Tosin,4.1,4.1,Chelsea,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.91,1.00,0.96,1.00,0.98,1.01,1.09,0.75,0.85,0.91
D,233,Acheampong,3.8,3.8,Chelsea,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.29,0.32,0.30,0.33,0.32,0.32,0.35,0.24,0.27,0.29
M,235,Palmer,10.4,10.4,Chelsea,75.60,75.60,75.60,75.60,75.60,75.60,75.60,75.60,75.60,75.60,4.90,5.68,4.93,6.21,5.74,5.58,6.56,3.61,4.70,5.24
M,236,Neto,7.2,7.2,Chelsea,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.61,4.12,3.68,4.48,4.21,4.06,4.82,2.81,3.54,3.89
M,237,Enzo,6.4,6.4,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,3.77,4.25,3.81,4.55,4.38,4.22,4.81,2.94,3.78,4.11
M,238,Estêvão,6.4,6.4,Chelsea,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,2.31,2.64,2.32,2.87,2.69,2.58,3.06,1.79,2.25,2.47
M,239,Gittens,6.0,6.0,Chelsea,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,0.71,0.77,0.70,0.84,0.80,0.77,0.88,0.58,0.69,0.74
M,241,Caicedo,5.7,5.7,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,3.43,3.69,3.62,3.64,3.72,3.58,3.87,3.15,3.68,3.74
M,242,Dewsbury-Hall,5.0,5.0,Everton,0.00,83.25,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,0.00,3.44,3.83,3.44,3.41,3.97,3.81,3.34,4.36,2.72
M,243,George,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,244,Lavia,4.9,4.9,Chelsea,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.25,0.26,0.25,0.27,0.26,0.26,0.27,0.23,0.25,0.26
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,0.72,0.79,0.74,0.82,0.78,0.78,0.85,0.64,0.74,0.77
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.2,7.2,Chelsea,49.95,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,2.69,4.40,3.96,4.74,4.47,4.32,4.99,3.04,3.74,4.16
F,250,Delap,6.2,6.2,Chelsea,54.60,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,2.58,1.92,1.67,2.04,1.91,1.84,2.17,1.34,1.65,1.79
F,252,Marc Guiu,4.3,4.3,Chelsea,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,0.49,0.55,0.50,0.58,0.55,0.53,0.61,0.40,0.48,0.52
G,253,Henderson,5.1,5.1,Crystal Palace,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.96,3.64,2.90,3.18,3.16,3.99,3.81,3.06,3.06,3.65
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.04
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.8,5.8,Crystal Palace,0.00,0.00,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,0.00,3.36,3.62,3.51,5.55,5.13,3.57,3.74,4.75
D,257,Lacroix,5.1,5.1,Crystal Palace,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.90,4.54,3.53,4.00,3.77,5.36,5.07,3.88,4.09,4.85
D,258,Mitchell,5.0,5.0,Crystal Palace,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.44,4.11,3.14,3.40,3.24,4.97,4.67,3.33,3.55,4.43
D,259,Sosa,4.8,4.8,Crystal Palace,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.25,0.26,0.25,0.25,0.25,0.30,0.29,0.26,0.25,0.28
D,260,Guéhi,5.3,5.3,Crystal Palace,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,3.54,4.21,3.26,3.55,3.44,5.06,4.72,3.57,3.68,4.49
D,261,Richards,4.4,4.4,Crystal Palace,9.00,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.35,4.27,3.41,3.78,3.62,5.11,4.67,3.77,3.85,4.62
D,262,Chadi Riad,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,263,Clyne,3.8,3.8,Crystal Palace,0.00,79.65,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,0.00,3.30,0.12,0.12,0.12,0.15,0.14,0.12,0.12,0.14
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.4,7.4,Arsenal,54.00,54.00,54.00,54.00,54.00,108.00,54.00,54.00,54.00,54.00,3.03,2.95,3.28,2.96,3.40,6.43,2.98,3.09,2.95,3.27
M,267,Sarr,6.4,6.4,Crystal Palace,0.00,0.00,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,4.03,3.81,3.88,5.06,4.94,3.93,3.88,4.36
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,269,Esse,4.7,4.7,Crystal Palace,17.70,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.84,0.31,0.29,0.28,0.29,0.34,0.34,0.29,0.29,0.30
M,270,Hughes,4.7,4.7,Crystal Palace,85.50,68.10,54.60,54.60,54.60,54.60,54.60,30.45,30.45,30.45,2.62,2.22,1.76,1.76,1.74,1.95,1.93,1.01,1.03,1.05
M,271,Kamada,5.0,5.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.40,62.40,62.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.38,2.44,2.45
M,272,Lerma,4.9,4.9,Crystal Palace,0.00,53.10,37.50,37.50,37.50,37.50,37.50,26.70,26.70,26.70,0.00,1.90,1.38,1.38,1.37,1.44,1.43,0.96,0.97,0.97
M,273,Wharton,5.0,5.0,Crystal Palace,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,3.60,3.52,3.45,3.56,3.50,3.87,3.75,3.51,3.53,3.48
M,274,Agbinone,4.3,4.3,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,275,Ahamada,4.3,4.3,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,276,Devenny,4.3,4.3,Crystal Palace,85.50,24.45,15.30,15.30,15.30,15.30,15.30,9.15,9.15,9.15,3.36,1.10,0.71,0.69,0.69,0.83,0.82,0.43,0.42,0.45
M,281,Rodney,4.4,4.4,Crystal Palace,17.70,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,283,Mateta,7.6,7.6,Crystal Palace,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,4.01,4.11,3.96,3.71,3.82,4.87,4.94,3.87,3.84,4.24
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,19.95,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.00,0.93,1.00,0.96,0.97,1.21,1.18,0.98,0.97,1.04
F,286,Marsh,4.5,4.5,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.94,2.87,3.77,3.20,3.57,3.54,3.43,2.98,4.20,2.36
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.02
G,289,Tyrer,3.9,3.9,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,0.00,16.20,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,0.00,0.66,4.36,3.43,3.71,4.07,3.88,3.45,4.83,2.82
D,291,Tarkowski,5.7,5.7,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,5.26,3.78,5.03,3.98,4.35,4.71,4.50,3.94,5.69,3.16
D,292,Mykolenko,4.9,4.9,Everton,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,4.36,2.91,4.16,3.09,3.42,3.67,3.51,3.07,4.64,2.30
D,293,O'Brien,4.9,4.9,Everton,85.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,3.96,2.38,3.43,2.50,2.85,3.06,2.87,2.45,3.87,1.85
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08
D,295,Keane,4.8,4.8,Everton,87.45,80.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,4.99,3.41,0.43,0.38,0.40,0.42,0.41,0.38,0.46,0.34
D,296,Patterson,4.4,4.4,Everton,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,0.23,0.20,0.21,0.20,0.20,0.22,0.22,0.20,0.23,0.18
D,297,Dixon,3.8,3.8,Everton,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04
D,298,Welch,3.8,3.8,Everton,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
M,299,Ndiaye,6.2,6.2,Everton,0.00,0.00,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,0.00,0.00,4.49,4.25,4.06,4.74,4.64,4.06,5.13,3.25
M,300,McNeil,5.5,5.5,Everton,81.75,72.90,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,4.16,2.85,0.32,0.31,0.30,0.33,0.32,0.29,0.35,0.26
M,301,Alcaraz,5.2,5.2,Everton,0.00,39.60,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,0.00,1.63,0.64,0.60,0.60,0.67,0.65,0.58,0.72,0.50
M,302,Gana,5.4,5.4,Everton,0.00,0.00,79.80,79.80,79.80,79.80,79.80,79.80,79.80,79.80,0.00,0.00,2.80,2.81,2.72,2.97,2.91,2.78,3.09,2.36
M,303,Garner,5.1,5.1,Everton,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,3.92,3.56,3.46,3.54,3.35,3.75,3.63,3.47,3.82,2.90
M,304,Iroegbunam,4.8,4.8,Everton,80.70,50.10,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,3.06,1.80,0.58,0.58,0.56,0.60,0.60,0.58,0.61,0.52
M,305,Armstrong,4.5,4.5,Everton,39.90,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,1.62,0.32,0.33,0.32,0.32,0.34,0.33,0.32,0.35,0.30
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,4.44,3.33,3.48,3.25,3.20,3.65,3.53,3.11,4.04,2.57
F,311,Beto,5.0,5.0,Everton,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,1.74,1.39,1.46,1.36,1.36,1.53,1.46,1.32,1.66,1.13
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.80,3.06,3.22,2.91,3.70,2.14,3.51,3.17,3.57,3.06
D,316,Robinson,4.9,4.9,Fulham,82.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,2.95,0.28,0.29,0.27,0.30,0.24,0.29,0.29,0.31,0.27
D,317,Andersen,4.6,4.6,Fulham,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.60,4.29,4.09,3.88,4.88,2.64,4.48,4.29,4.64,3.93
D,318,Bassey,4.4,4.4,Fulham,0.00,0.00,85.05,85.05,85.05,85.05,85.05,85.05,85.05,85.05,0.00,0.00,3.04,2.83,3.84,1.76,3.39,3.28,3.62,2.89
D,319,Castagne,4.3,4.3,Fulham,86.70,14.10,14.10,14.10,14.10,14.10,14.10,14.10,14.10,14.10,3.02,0.55,0.55,0.53,0.59,0.45,0.56,0.56,0.59,0.52
D,320,Diop,4.3,4.3,Fulham,70.80,26.70,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,2.57,1.10,0.21,0.21,0.23,0.18,0.22,0.22,0.23,0.21
D,321,J.Cuenca,4.3,4.3,Fulham,81.60,77.55,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,3.16,3.56,0.30,0.30,0.34,0.25,0.32,0.31,0.33,0.30
D,322,Tete,4.5,4.5,Fulham,0.00,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,0.00,3.60,3.51,3.21,4.27,2.06,3.85,3.71,4.09,3.23
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06
M,324,Iwobi,6.3,6.3,Fulham,0.00,0.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,0.00,0.00,3.69,3.43,3.74,2.93,3.53,3.73,4.05,3.35
M,325,Smith Rowe,5.6,5.6,Fulham,71.25,70.05,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,3.24,3.08,3.09,2.82,3.12,2.48,2.94,3.05,3.32,2.80
M,326,Adama,5.1,5.1,Fulham,57.00,57.00,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,2.55,2.47,0.46,0.43,0.46,0.39,0.44,0.46,0.50,0.43
M,328,Sessegnon,5.4,5.4,Fulham,11.10,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,0.46,3.31,3.64,3.47,3.70,3.06,3.40,3.70,3.71,3.47
M,329,Wilson,5.8,5.8,Fulham,79.05,79.05,74.85,74.85,74.85,74.85,74.85,74.85,74.85,74.85,3.82,3.51,3.71,3.31,3.72,2.83,3.49,3.67,4.11,3.33
M,330,Berge,4.9,4.9,Fulham,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,2.69,2.56,2.78,2.68,2.84,2.39,2.66,2.82,2.82,2.72
M,331,Cairney,4.8,4.8,Fulham,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.50,0.29,0.28,0.30,0.28,0.30,0.26,0.28,0.30,0.31,0.28
M,332,Lukić,4.9,4.9,Fulham,80.40,80.40,34.20,34.20,34.20,34.20,34.20,34.20,34.20,34.20,2.97,2.76,1.32,1.24,1.33,1.14,1.30,1.39,1.43,1.30
M,335,King,4.4,4.4,Fulham,0.00,57.60,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,0.00,2.39,1.28,1.18,1.30,1.07,1.23,1.28,1.38,1.18
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06
F,337,Raúl,6.2,6.2,Fulham,78.30,78.30,78.30,78.30,78.30,78.30,30.60,30.60,30.60,30.60,4.14,3.77,4.27,3.82,4.21,3.29,1.63,1.78,1.91,1.60
F,338,Muniz,5.3,5.3,Fulham,0.00,0.00,0.00,0.00,0.00,0.00,63.90,63.90,63.90,63.90,0.00,0.00,0.00,0.00,0.00,0.00,3.08,3.27,3.55,2.91
G,339,Meslier,4.2,4.2,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03
D,342,Bogle,4.4,4.4,Leeds United,43.80,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,1.42,3.66,3.36,2.27,3.36,2.26,2.64,2.18,3.84,3.16
D,343,Struijk,4.3,4.3,Leeds United,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.14,3.87,3.94,2.78,3.65,2.65,3.13,2.50,4.18,3.74
D,344,Bijol,3.9,3.9,Leeds United,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,2.97,3.58,3.72,2.66,3.42,2.55,2.92,2.35,3.90,3.56
D,345,Bornauw,3.8,3.8,Leeds United,84.15,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.87,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.09
